-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
-2.3283774913543734e-10, -2.3283774913543734e-10, 2.3283774913543734e-10, 2.3283774913543734e-10, 
